App,Label,VIDEO,BLUETOOTH_INFORMATION,CALENDAR_INFORMATION,SMS_MMS,ACCOUNT_INFORMATION,EMAIL_INFORMATION,FILE_INFORMATION,SYNCHRONIZATION_DATA,PHONE_CONNECTION,NETWORK,AUDIO,IMAGE,ACCOUNT_SETTINGS,VOIP,FILE,DATABASE_INFORMATION,NETWORK_INFORMATION,HARDWARE_INFO,NFC,SYSTEM_SETTINGS,CONTACT_INFORMATION,VOIP_INFORMATION,PHONE_INFORMATION,EMAIL_SETTINGS,PHONE_STATE,BROWSER_INFORMATION,NO_CATEGORY,LOG,BLUETOOTH,UNIQUE_IDENTIFIER,INTER_APP_COMMUNICATION,EMAIL,ALL,LOCATION_INFORMATION
benign-app-32-4024E2B51AB3356C2E7F357472247CFC40E21A233AAED5879AE02E12CE74CB0C.apk,0,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,586,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,27
malicious-app-64-1C537B05F4030982F9BE77896BB69F6CD6E39A4547E5D2C399D27B20E09CD84A.apk,1,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,202,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
malicious-app-17-86A34754D9A80B8483067DF420E107AC8BC4BEE0E2B2BC7B29A287730F5A153C.apk,1,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,532,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9
malicious-app-102-73CAE12E86EF62ECB1B8A0C1535995EB0915396A1ADFB7B2D145B528205C9296.apk,1,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,137,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,11
benign-app-75-AB2F74DCE4D133C8AB7D63DFB085E136A3EECD8BE02D037DFDA4662D43C5735C.apk,0,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,185,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
benign-app-30-3F70A9C6EE7F32B87FE7C26A0B9AB3E969A36C8A0ED3B4B54BE54F32C8CC6FE3.apk,0,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,120,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11
malicious-app-52-8CD4179BD127AA92B8CE0126B25DD106B37D269320ABDA679E1A82BFA7BC16A2.apk,1,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,341,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,10
benign-app-88-C8BA1039132D83216B6A0B5851972FAAB8DA7B77682407FCBA1D245DAC556112.apk,0,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,313,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,12
malicious-app-46-9F7FDE7B3D0A03654179FBA3477B063699D718B2484154C95077CE584CCD10B9.apk,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,109,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
malicious-app-53-86655F2820E91F2B2AF43439E4DCDE6DCA80EE880380AE2C894B884AD7F18FA5.apk,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,476,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10
benign-app-101-D4703192836F76C1AB44C692BE1A8231BB97E5D0365B82F3C99478651EA56215.apk,0,11,11,15,11,11,11,11,11,11,11,11,11,11,11,11,11,496,11,11,16,11,11,11,11,11,11,11,11,11,11,11,11,11,18
malicious-app-21-CEBBBDAAC71F31619BFAF9BE9F0F13FFBED47285EC2D0F336354F9CEFDED1983.apk,1,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,337,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17
benign-app-87-C855893D5231540B18997609825E488F1D3CFE3E9CF22E26A821E49E229A850A.apk,0,9,9,10,9,10,9,9,9,9,9,9,9,9,9,9,9,126,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10
benign-app-63-8DCA4433C10BD0EC6884864B6BDF06C40E225C9D33D6B45E70685303927225CF.apk,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,89,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
malicious-app-71-8F1F970596D1DD897E31E8B8C3FB173B158F95CC1174B3B40632770AE5D5F7FB.apk,1,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,213,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17
benign-app-60-893E4CB68E8C2610FCA249111D9F5E5F3C8C67D7F733047E2E2FB4E5754454C5.apk,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,37,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
benign-app-65-8EBB4258C50DA7F8737F7DDB725E4F062D48D7607AB313EEB096F91EA72A74DE.apk,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,162,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10
malicious-app-1-03E4B7D80A9CB3C2169F2CF4BAD1EDFBE14D5A3EB5DFC7CAEEACB9A6557BAC23.apk,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,341,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
benign-app-3-2464882EB4E1932BD490B2E0E58C4350036AF6D78CB429F548BC1E589C5EC1D5.apk,0,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,352,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8
malicious-app-80-37B4CF755480F1B55E6140DB3A2CDB11CCB3771FEE1D001F79EE32B70FB28120.apk,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,184,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17
benign-app-28-353A67299B1DE7E9AC3831020B6F0065172287F8B7C9DB99860552F93C22A74A.apk,0,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,544,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,18
malicious-app-33-D9FFC46384AD8D8ADDE640DB89A6101CD4C2ACA7AE618AC3898119FB3F8098C2.apk,1,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,239,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17
benign-app-90-CB8EA44DFDB3F27B8DC245F568B1E295E497D5D1573EF27AB2E8311B02F9EE3C.apk,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,485,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
benign-app-8-35F4DA86895EFF2B2403CB26011607D019A6FEEB2F434862A4B036E7362D0688.apk,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,52,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10
benign-app-86-C85108609A0C8F00BF574365EB3A507EA8B9F4736BD11DD8CBDEB724CEAC860F.apk,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,52,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
malicious-app-11-BB602F10C5B6BCA72570E572B1AEF22AE0364930016B94888B4B25F5A9A5D3FF.apk,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,85,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
malicious-app-9-A133B0E1BFA30FFBADFFBEB756ABA506A18C4C544699F8F909C0EEB4EF9840A0.apk,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,130,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9
benign-app-4-05667DDF242B81000B2D29946A63C1113162C8C72FF13B82464C123DA26C64A3.apk,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,52,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
malicious-app-8-A8761D144628E3253596D927B14986CCB90DC7601810AEC6D34A02D435BB839D.apk,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,81,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9
benign-app-80-B784B1451C70508F0388B5031A6D6B72F4AEE4EDEAC9178BB26650139D851DED.apk,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,72,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11
benign-app-40-4B94B568839B873F6220C9A516D080B74A0925D62AD577218BECBEA4DAF0E707.apk,0,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,466,9,9,17,9,9,9,9,9,9,9,9,9,9,9,9,9,11
malicious-app-5-C9F77F0849974A41D6A35CB00E2A4274B4D4A3A5435A1A7CEAC645DC32805A03.apk,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,181,7,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7
malicious-app-73-9B8010FF3755C2C008FBFE2304E7E4B5D39AB9788A3E4EE345A1C111265F42E9.apk,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,112,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13
malicious-app-90-BD570C0F3268F0659F04BD6AA6C9E41DF1EC69F906AEF858E3A717B943B575B3.apk,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,522,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
benign-app-70-9BA74E2C15E8F6B3D99B36C01BA9E801C8BE8A2942ED7D44A12CC576D51900DD.apk,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,331,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
benign-app-67-937D8AD28B0D6026B5676EFBEB2D4BD0ACEF092C6D76053D2FB5419C76F435FF.apk,0,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,350,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8
benign-app-95-CFDFE09E82478B54108C11F9A8D3C144B8BDE99C3D00E0DE6A66AEDC8C574A7A.apk,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,241,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
malicious-app-4-FE6C508A6AA574D2C65A99CBB5249B88FF418E8AAE7C8B0D6C9CC48A6DD820A6.apk,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,84,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7
malicious-app-48-1F43FBB007383059EF236A5E6A5793FDD656130009F7A880A4E420F9EFA14AE7.apk,1,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,798,9,9,23,9,9,9,9,9,9,9,9,9,9,9,9,9,30
benign-app-16-23480B1F2E2EBF81CA14A367CC6447D4B97A01E3B734A2080A22EAA669FB88E5.apk,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,41,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
malicious-app-66-C8B3808292A61899B8BCC02A55E665655F678F2B923F206FA502144ACB2F2498.apk,1,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,408,9,9,12,10,9,9,9,9,9,9,9,9,9,9,9,9,9
benign-app-5-1C3E7C85DBEE8CD1293814356F5704AC02FB30D10187F7042C5083C5098EB48E.apk,0,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,480,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,12
benign-app-11-1B711580F7F41814467446BCA0FE2088F5728DF27794ED4DA2F6B5046D08572A.apk,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,90,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10
benign-app-10-75E6D38D05B0D27404863BB9B32DA36DC31BE2F6A3FE03D04216E70D58D79C72.apk,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,352,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
malicious-app-76-92FCE0663DF69322D1B2B5D18258E6DF515A12ECCA2F13F86013A812C2122F07.apk,1,8,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,255,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,15
malicious-app-56-BC61AF4B4B1F9E6DDE8B1040B06761DE1A90D7DC651E225EAD4D3EF8E262011B.apk,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,74,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
malicious-app-13-2554832478D000C4836F508A41783E40888F6999486108FFDD4C12F93A8C8853.apk,1,8,8,11,8,8,8,8,8,8,8,8,8,8,8,8,8,196,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16
malicious-app-94-817B27D87897913DD536DB18276BC15A45BD5001B6C4F355E97D83DC1461D2AD.apk,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,158,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
benign-app-96-D03D0437E014FCEC8560C41F6565E64A9537E332ED1F2325642FE4DB39BA1F6F.apk,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,95,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
malicious-app-44-8503D0964BAFD4A24C7E91292E256B354040A21BC3300D641A3236D080DDB66A.apk,1,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,469,9,9,14,9,9,9,9,9,9,9,9,9,9,9,9,9,14
malicious-app-97-A8CCEE54F43F2A244699EFFFCCC4A9E4A9ADBF9CE73171AB6FD034B6E990C354.apk,1,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,517,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,17
malicious-app-101-276DC8013A631D7A3368F9F264C42C1EE64B928DF3FBD535EB962E738A1BD423.apk,1,11,11,16,11,11,11,11,11,11,11,11,11,11,11,11,11,534,11,11,16,11,11,11,11,11,11,11,11,11,11,11,11,11,18
malicious-app-61-0BD4FFCCD00AB5CDFB4239FD0F2E8A49B43E97A6ACA37562AC84CA08F1ADBBDF.apk,1,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,532,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9
malicious-app-63-43BEA394D0C1926023D552D296FEBAF61B32B66115CCC3574DF3648A3C2747F4.apk,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,89,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
benign-app-51-78CFE5A6E2ABCF723F5C077714F56B1E77000B7204AF3589A6F99A1FFFD2631D.apk,0,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,487,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,12
malicious-app-35-C42B95620CAAAE1C03DFE1F2C756A3583CD0731D8522EE3275E9196DB8027753.apk,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
malicious-app-68-45A5E64CCC381527CD5306FFB8E0B1BF9E99F3C27051F3D57EE5B0AA5322C0E5.apk,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,125,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10
malicious-app-40-D2070E7540DEEEB1A48243EE55BAEDCB3B4C5F8EF2F30958E8F9039507518C49.apk,1,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,456,9,9,17,9,9,9,9,9,9,9,9,9,9,9,9,9,11
benign-app-47-72ACC63208C5518BDF8E745BCA1B264866D27704D0B0CA89559CBE593A0D840A.apk,0,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,73,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
malicious-app-49-61A821BFC736D682D560339E05923437F90A66B1ADF95E26D112F693D65B8131.apk,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,403,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,14
malicious-app-47-2EF09ACA1B3A4ACBFB2C33EF14D5EF06150BF88662B35A90F98A74ACCABAF6BE.apk,1,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,104,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
benign-app-92-CC7EA610F55254C13F38709569EA9E57A202B9CA2C6171672A5E673305069E24.apk,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,94,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
malicious-app-74-5DFCB749152E5FE3932909D2071D1D2575E1DC71225C27D61BE453CEBB222510.apk,1,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,474,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,16
benign-app-69-9AFFBA4ABC766C918C394E9495CF9A83D90134888D342F360E1C1589C6B0CADB.apk,0,8,8,11,8,8,8,8,8,8,8,8,8,8,8,8,8,468,8,8,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8
malicious-app-23-5A56803C6ABC55312B858984E8A2139E4C9F413698D01A692941595F0B7F4829.apk,1,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,237,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,16
benign-app-94-CDFFC5E5D6E8D0064B5873EECCBB637325C294E396E036F6BA36F0F4518E5262.apk,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,158,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
malicious-app-45-9F75AB9C9E77CC78803DA994398D35D62BB0AA884921AE31E0481AB73CAF5FF0.apk,1,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,204,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,16
benign-app-97-D06E3F5B2D5DBDFEB030FD70E62470BD7992B054F135400AE86B4B86F73FDC6F.apk,0,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,523,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,12
benign-app-10-1B104A74097BB885FD18695BBAAA7FD2896E077392C88009BDBB89059C1F2392.apk,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,113,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13
malicious-app-32-802405B197A1A4C4635633C5EDE07F2325FE72741E0C4BD2E9604E30E241FBC5.apk,1,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,630,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,29
benign-app-42-6593F43C482A65025768AE80DE523115C5446D11964F9C46BCEBD4EBC4E01E79.apk,0,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,122,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11
malicious-app-14-4B146AA4FD45E2491A93C4B48801EC147BA0A5ED2AF7ABEE9C2F58BC798C5EC1.apk,1,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,250,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,26
malicious-app-75-9206DB87EB97A43429E181A1CA5FD568AE2211255682A2D959CBE460882AFB37.apk,1,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,185,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
malicious-app-84-47618CC9EDE3CD0F28AD6482BA7B0E6609279DFBEAF336F3F0E0D2B598148184.apk,1,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,300,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,19
malicious-app-81-0783788FD9B100136F336E3026C0126A0FFAA5064C68F020D4CDF7A6462C4ABF.apk,1,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,607,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,21
benign-app-39-4B88A4A22C458B4DA7E4E4781847C277D9D58CA08B4D57C0A50B6B51591E5B53.apk,0,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,293,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,21
benign-app-99-D36213FD7CA96865647BC0AAB07A7664CD5428C4B6C20FC36B30A72DCD554AF0.apk,0,8,8,11,8,8,8,8,8,8,8,8,8,8,8,8,8,247,8,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8
malicious-app-5-D22BF24BD9CC27D8EAF4D7F5F0A1AB00418038798F947D779DCAB63CFDDAD566.apk,1,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,522,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,17
benign-app-72-A3CF7F4ED9D4BF9BAA0BC24723E655E7B08CADA054BBBDC60DC46D13C6DC6FBD.apk,0,7,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,98,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
malicious-app-42-E1C2BA4B70E3616854C1C949BAB68D9C9EA3D695C5C6F09263B42FEDB83041F9.apk,1,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,118,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13
benign-app-82-BCA240132F73FB1965DEB6547EC5887077238C7BD431B3AFA516A5309E704ADA.apk,0,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,158,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12
malicious-app-29-77C591664485427287535C8BE4CAA67AACE75342AA48766C720189301603C680.apk,1,9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,291,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,21
benign-app-85-C551C088CD78F8515E9166F47CFE5C54F9B5D1D2A5D0A78D220696449AC342BA.apk,0,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,158,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10
benign-app-48-733D4B44E103D8865CF6FEF37D98A184A5252E1142BAB81CC93B698E1F08C070.apk,0,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,798,9,9,23,9,9,9,9,9,9,9,9,9,9,9,9,9,30
benign-app-31-3FCA7AC2ED1C542BAA476A4071DEA24E5AED3FA5C1D18D9CACF5337F3F10386C.apk,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,150,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
benign-app-13-1D87BE8574AD949E1C2A2D1FFF6CF5D47A502F0AC43101C9ABDE280CC30A88F8.apk,0,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,118,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10
malicious-app-59-92AA70538DCEDC3D20E553FBA881A9CDFF9A7CA442F297EDC84356D41210FC56.apk,1,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,496,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,16
benign-app-35-479524F88939A67F8DDD7A4235A26E6228A81FA56A00666795E439B00B41F1F8.apk,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,35,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
malicious-app-98-1D996C5462DB7F58C4F80C395FD1480D18A119B85DBF4CCC8F77200F392E0B20.apk,1,9,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,459,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,18
benign-app-3-054E1E67998AA305B1D4A9CD3F638A9E9CAD964DDF8F052B24B2C37E0C552D6E.apk,0,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,102,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7
malicious-app-7-C7BDA923E483C9498EC16BAF0FB34614C8A06F3390D05A438E1EA632F2DD0515.apk,1,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,411,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,12
malicious-app-27-C7BDA923E483C9498EC16BAF0FB34614C8A06F3390D05A438E1EA632F2DD0515.apk,1,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,411,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,12
